SiteProvince,DistrictName,EpiWeek,SampleCollectionDate,LabNumber,Sequence_ID,SiteName
Limpopo,Vhembe DM,3.0,2024-01-15,ENV-COV-24-0069,ENV-COV-24-0069,Musina WWTW (in town)
Free State,Mangaung MM,3.0,2024-01-16,ENV-COV-24-0071,ENV-COV-24-0071,Bloemspruit Wastewater Treatment Works
Gauteng,Johannesburg MM,3.0,2024-01-17,ENV-COV-24-0072,ENV-COV-24-0072,Goudkoppies Wastewater Treatment Works
Gauteng,Ekurhuleni MM,3.0,2024-01-18,ENV-COV-24-0080,ENV-COV-24-0080,Midstream
Eastern Cape,Buffalo City MM,8.0,2024-01-18,ENV-COV-24-0087,ENV-COV-24-0087,Mdantsane Wastewater Treatment Works
Gauteng,Tshwane MM,3.0,2024-01-19,ENV-COV-24-0094,ENV-COV-24-0094,Atteridgeville Train Station
Gauteng,Ekurhuleni MM,4.0,2024-01-22,ENV-COV-24-0099,ENV-COV-24-0099,Olifantsfontein
KwaZulu-Natal,Ethekwini MM,4.0,2024-01-22,ENV-COV-24-0106,ENV-COV-24-0106,Central Wastewater Treatment Works (KZN)
Gauteng,Ekurhuleni MM,4.0,2024-01-23,ENV-COV-24-0107,ENV-COV-24-0107,Hartebeesfontein Waterworks
Gauteng,Johannesburg MM,4.0,2024-01-24,ENV-COV-24-0119,ENV-COV-24-0119,Bushkoppies Inlet
Gauteng,Johannesburg MM,4.0,2024-01-24,ENV-COV-24-0120,ENV-COV-24-0120,Bushkoppies Final
Gauteng,Johannesburg MM,4.0,2024-01-24,ENV-COV-24-0121,ENV-COV-24-0121,Goudkoppies Wastewater Treatment Works
Western Cape,Cape Town MM,4.0,2024-01-23,ENV-COV-24-0122,ENV-COV-24-0122,Zandvleit Wastewater Treatment Works
Limpopo,Vhembe DM,4.0,2024-01-22,ENV-COV-24-0127,ENV-COV-24-0127,Musina WWTW (in town)
Free State,Mangaung MM,4.0,2024-01-23,ENV-COV-24-0129,ENV-COV-24-0129,Bloemspruit Wastewater Treatment Works
Free State,Mangaung MM,4.0,2024-01-23,ENV-COV-24-0130,ENV-COV-24-0130,Sterkwater Wastewater Treatment Works
North West,Ngaka Modiri Molema DM,4.0,2024-01-23,ENV-COV-24-0133,ENV-COV-24-0133,Mmabatho Water Treatment Works
North West,Ngaka Modiri Molema DM,4.0,2024-01-23,ENV-COV-24-0134,ENV-COV-24-0134,Mahikeng Water Treatment Works
KwaZulu-Natal,Ethekwini MM,5.0,2024-01-29,ENV-COV-24-0157,ENV-COV-24-0157,Central Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,5.0,2024-01-29,ENV-COV-24-0158,ENV-COV-24-0158,Northern Wastewater Treatment Works (KZN)
Gauteng,Tshwane MM,5.0,2024-01-30,ENV-COV-24-0167,ENV-COV-24-0167,Groenkloof
Gauteng,Johannesburg MM,5.0,2024-01-31,ENV-COV-24-0173,ENV-COV-24-0173,Goudkoppies Wastewater Treatment Works
Western Cape,Cape Town MM,5.0,2024-01-30,ENV-COV-24-0176,ENV-COV-24-0176,Zandvleit Wastewater Treatment Works
Eastern Cape,Buffalo City MM,5.0,2024-01-31,ENV-COV-24-0179,ENV-COV-24-0179,Mdantsane Wastewater Treatment Works
Free State,Mangaung MM,5.0,2024-01-30,ENV-COV-24-0181,ENV-COV-24-0181,Bloemspruit Wastewater Treatment Works
North West,Bojanala Platinum DM,5.0,2024-01-31,ENV-COV-24-0191,ENV-COV-24-0191,Boitekong
North West,Bojanala Platinum DM,5.0,2024-01-31,ENV-COV-24-0192,ENV-COV-24-0192,Rustenburg Wastewater Treatment Works
North West,Ngaka Modiri Molema DM,5.0,2024-01-30,ENV-COV-24-0194,ENV-COV-24-0194,Mahikeng Water Treatment Works
Gauteng,Ekurhuleni MM,5.0,2024-01-30,ENV-COV-24-0195,ENV-COV-24-0195,Hartebeesfontein Waterworks
Gauteng,Tshwane MM,5.0,2024-02-02,ENV-COV-24-0201,ENV-COV-24-0201,Groenkloof
Gauteng,Johannesburg MM,5.0,2024-02-02,ENV-COV-24-0202,ENV-COV-24-0202,Northern Wastewater Treatment Works (GP)
Gauteng,Ekurhuleni MM,6.0,2024-02-05,ENV-COV-24-0205,ENV-COV-24-0205,Midstream
Gauteng,Ekurhuleni MM,6.0,2024-02-05,ENV-COV-24-0206,ENV-COV-24-0206,Tembisa Mall
Gauteng,Ekurhuleni MM,6.0,2024-02-05,ENV-COV-24-0209,ENV-COV-24-0209,Namane Drive
Gauteng,Tshwane MM,6.0,2024-02-06,ENV-COV-24-0211,ENV-COV-24-0211,Daspoort Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,6.0,2024-02-05,ENV-COV-24-0218,ENV-COV-24-0218,Central Wastewater Treatment Works (KZN)
Gauteng,Ekurhuleni MM,6.0,2024-02-06,ENV-COV-24-0220,ENV-COV-24-0220,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Ekurhuleni MM,6.0,2024-02-06,ENV-COV-24-0221,ENV-COV-24-0221,Hartebeesfontein Waterworks
Western Cape,Cape Town MM,6.0,2024-02-06,ENV-COV-24-0225,ENV-COV-24-0225,Borcherds Quarry Wastewater Treatment Works
Gauteng,Johannesburg MM,6.0,2024-02-07,ENV-COV-24-0228,ENV-COV-24-0228,Motsoaledi
Gauteng,Ekurhuleni MM,6.0,2024-02-08,ENV-COV-24-0238,ENV-COV-24-0238,Olifantsfontein
Gauteng,Ekurhuleni MM,6.0,2024-02-08,ENV-COV-24-0240,ENV-COV-24-0240,Tembisa Hospital Downstream
Gauteng,Tshwane MM,6.0,2024-02-09,ENV-COV-24-0244,ENV-COV-24-0244,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,6.0,2024-02-09,ENV-COV-24-0250,ENV-COV-24-0250,Groenkloof
Gauteng,Johannesburg MM,6.0,2024-02-09,ENV-COV-24-0251,ENV-COV-24-0251,Northern Wastewater Treatment Works (GP)
Gauteng,Ekurhuleni MM,7.0,2024-02-12,ENV-COV-24-0254,ENV-COV-24-0254,Midstream
Gauteng,Johannesburg MM,7.0,2024-02-12,ENV-COV-24-0261,ENV-COV-24-0261,Goudkoppies Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,7.0,2024-02-12,ENV-COV-24-0262,ENV-COV-24-0262,Northern Wastewater Treatment Works (KZN)
Gauteng,Tshwane MM,7.0,2024-02-13,ENV-COV-24-0266,ENV-COV-24-0266,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,7.0,2024-02-13,ENV-COV-24-0267,ENV-COV-24-0267,SAPS Training College
Gauteng,Ekurhuleni MM,7.0,2024-02-13,ENV-SOA-GAP-EKH-HAA-24-006,ENV-COV-24-0273,Hartebeesfontein Waterworks
Mpumalanga,Other,7.0,2024-02-12,ENV-COV-24-0275,ENV-COV-24-0275,Kingstonvale
North West,Ngaka Modiri Molema DM,6.0,2024-02-06,ENV-COV-24-0278,ENV-COV-24-0278,Mahikeng Water Treatment Works
Limpopo,Vhembe DM,7.0,2024-02-12,ENV-COV-24-0279,ENV-COV-24-0279,Nancefield
Gauteng,Johannesburg MM,7.0,2024-02-14,ENV-COV-24-0285,ENV-COV-24-0285,Klipsruit Yard (Before tunnel)
Gauteng,Johannesburg MM,7.0,2024-02-14,ENV-COV-24-0286,ENV-COV-24-0286,Klipspruit Veggies (After tunnel)
Gauteng,Johannesburg MM,7.0,2024-02-14,ENV-COV-24-0287,ENV-COV-24-0287,Bushkoppies Inlet
Gauteng,Johannesburg MM,7.0,2024-02-14,ENV-COV-24-0288,ENV-COV-24-0288,Bushkoppies Final
Western Cape,Cape Town MM,7.0,2024-02-13,ENV-COV-24-0289,ENV-COV-24-0289,Borcherds Quarry Wastewater Treatment Works
Western Cape,Cape Town MM,7.0,2024-02-13,ENV-COV-24-0290,ENV-COV-24-0290,Zandvleit Wastewater Treatment Works
Gauteng,Tshwane MM,7.0,2024-02-14,ENV-COV-24-0293,ENV-COV-24-0293,Rooiwal Wastewater Treatment Works
Gauteng,Ekurhuleni MM,7.0,2024-02-15,ENV-COV-24-0294,ENV-COV-24-0294,Midstream
Gauteng,Ekurhuleni MM,7.0,2024-02-15,ENV-COV-24-0296,ENV-COV-24-0296,Tembisa Mall
Gauteng,Ekurhuleni MM,7.0,2024-02-15,ENV-COV-24-0300,ENV-COV-24-0300,Sasol Garage
North West,Bojanala Platinum DM,7.0,2024-02-14,ENV-COV-24-0301,ENV-COV-24-0301,Rustenburg Wastewater Treatment Works
Eastern Cape,Nelson Mandela Bay MM,7.0,2024-02-13,ENV-COV-24-303,ENV-COV-24-0303,Brickfield Pre-treatment Works
Gauteng,Tshwane MM,7.0,2024-02-16,ENV-COV-24-0304,ENV-COV-24-0304,Daspoort Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,8.0,2024-02-19,ENV-COV-24-0320,ENV-COV-24-0320,Central Wastewater Treatment Works (KZN)
Gauteng,Tshwane MM,8.0,2024-02-20,ENV-COV-24-0327,ENV-COV-24-0327,Groenkloof
Gauteng,Johannesburg MM,8.0,2024-02-20,ENV-COV-24-0328,ENV-COV-24-0328,Northern Wastewater Treatment Works (GP)
Free State,Mangaung MM,8.0,2024-02-20,ENV-COV-24-0331,ENV-COV-24-0331,Bloemspruit Wastewater Treatment Works
Western Cape,Cape Town MM,8.0,2024-02-20,ENV-COV-24-0336,ENV-COV-24-0336,Borcherds Quarry Wastewater Treatment Works
Gauteng,Johannesburg MM,8.0,2024-02-21,ENV-COV-24-0342,ENV-COV-24-0342,Klipspruit Veggies (After tunnel)
Gauteng,Ekurhuleni MM,8.0,2024-02-22,ENV-COV-24-0346,ENV-COV-24-0346,Midstream
Gauteng,Tshwane MM,8.0,2024-02-23,ENV-COV-24-0359,ENV-COV-24-0359,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,8.0,2024-02-23,ENV-COV-24-0364,ENV-COV-24-0364,Laudium
Gauteng,Ekurhuleni MM,9.0,2024-02-26,ENV-COV-24-0367,ENV-COV-24-0367,Olifantsfontein
Gauteng,Tshwane MM,9.0,2024-02-27,ENV-COV-24-0373,ENV-COV-24-0373,SAPS Training College
Gauteng,Tshwane MM,9.0,2024-02-27,ENV-COV-24-0377,ENV-COV-24-0377,Groenkloof
Gauteng,Johannesburg MM,9.0,2024-02-27,ENV-COV-24-0378,ENV-COV-24-0378,Northern Wastewater Treatment Works (GP)
KwaZulu-Natal,Ethekwini MM,9.0,2024-02-26,ENV-COV-24-0380,ENV-COV-24-0380,Central Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,9.0,2024-02-26,ENV-COV-24-0381,ENV-COV-24-0381,Northern Wastewater Treatment Works (KZN)
Gauteng,Johannesburg MM,9.0,2024-02-28,ENV-COV-24-0383,ENV-COV-24-0383,Motsoaledi
Gauteng,Johannesburg MM,9.0,2024-02-28,ENV-COV-24-0384,ENV-COV-24-0384,Klipsruit Yard (Before tunnel)
Gauteng,Johannesburg MM,9.0,2024-02-28,ENV-COV-24-0385,ENV-COV-24-0385,Klipspruit Veggies (After tunnel)
Gauteng,Johannesburg MM,9.0,2024-02-28,ENV-COV-24-0386,ENV-COV-24-0386,Bushkoppies Inlet
Gauteng,Johannesburg MM,9.0,2024-02-28,ENV-COV-24-0387,ENV-COV-24-0387,Bushkoppies Final
Free State,Mangaung MM,9.0,2024-02-27,ENV-COV-24-0389,ENV-COV-24-0389,Bloemspruit Wastewater Treatment Works
Western Cape,Cape Town MM,9.0,2024-02-27,ENV-COV-24-0395,ENV-COV-24-0395,Zandvleit Wastewater Treatment Works
Gauteng,Ekurhuleni MM,9.0,2024-02-29,ENV-COV-24-0396,ENV-COV-24-0396,Olifantsfontein
Gauteng,Ekurhuleni MM,9.0,2024-02-29,ENV-COV-24-0397,ENV-COV-24-0397,Olifantsfontein
North West,Ngaka Modiri Molema DM,9.0,2024-02-27,ENV-COV-24-0403,ENV-COV-24-0403,Mmabatho Water Treatment Works
Limpopo,Vhembe DM,9.0,2024-02-26,ENV-COV-24-0405,ENV-COV-24-0405,Nancefield
Limpopo,Vhembe DM,9.0,2024-02-26,ENV-COV-24-0406,ENV-COV-24-0406,Musina WWTW (in town)
Gauteng,Tshwane MM,9.0,2024-03-01,ENV-COV-24-0410,ENV-COV-24-0410,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,9.0,2024-03-01,ENV-COV-24-0415,ENV-COV-24-0415,Laudium
Gauteng,Ekurhuleni MM,10.0,2024-03-04,ENV-COV-03-0424,ENV-COV-24-0424,Namane Drive
Gauteng,Johannesburg MM,10.0,2024-03-05,ENV-COV-24-0427,ENV-COV-24-0427,Klipsruit Yard (Before tunnel)
Gauteng,Johannesburg MM,10.0,2024-03-05,ENV-COV-24-0428,ENV-COV-24-0428,Klipspruit Veggies (After tunnel)
Gauteng,Johannesburg MM,10.0,2024-03-05,ENV-COV-24-0429,ENV-COV-24-0429,Bushkoppies Inlet
Gauteng,Johannesburg MM,10.0,2024-03-05,ENV-COV-24-0431,ENV-COV-24-0431,Goudkoppies Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,10.0,2024-03-04,ENV-COV-24-0433,ENV-COV-24-0433,Northern Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,10.0,2024-03-04,ENV-COV-24-0434,ENV-COV-24-0434,Central Wastewater Treatment Works (KZN)
Gauteng,Tshwane MM,10.0,2024-03-06,ENV-COV-24-0437,ENV-COV-24-0437,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,10.0,2024-03-06,ENV-COV-24-0441,ENV-COV-24-0441,Vergenoeg
Gauteng,Johannesburg MM,10.0,2024-03-06,ENV-COV-254-0444,ENV-COV-24-0444,Northern Wastewater Treatment Works (GP)
Western Cape,Cape Town MM,10.0,2024-03-05,ENV-COV-24-0450,ENV-COV-24-0450,Zandvleit Wastewater Treatment Works
Free State,Mangaung MM,10.0,2024-03-05,ENV-COV-24-0453,ENV-COV-24-0453,Sterkwater Wastewater Treatment Works
Gauteng,Ekurhuleni MM,10.0,2024-03-07,ENV-COV-24-0454,ENV-COV-24-0454,Midstream
Gauteng,Ekurhuleni MM,10.0,2024-03-07,ENV-COV-24-0458,ENV-COV-24-0457,Tembisa Hospital Downstream
Gauteng,Tshwane MM,10.0,2024-03-06,ENV-COV-24-0461,ENV-COV-24-0461,Rooiwal Wastewater Treatment Works
North West,Bojanala Platinum DM,10.0,2024-03-06,ENV-COV-24-0462,ENV-COV-24-0462,Boitekong
Gauteng,Tshwane MM,10.0,2024-03-08,ENV-COV-24-0464,ENV-COV-24-0464,Daspoort Wastewater Treatment Works
Gauteng,Ekurhuleni MM,11.0,2024-03-12,ENV-COV-24-0481,ENV-COV-24-0481,Hartebeesfontein Waterworks
Gauteng,Johannesburg MM,11.0,2024-03-12,ENV-COV-24-0482,ENV-COV-24-0482,Northern Wastewater Treatment Works (GP)
KwaZulu-Natal,Ethekwini MM,11.0,2024-03-11,ENV-COV-24-0493,ENV-COV-24-0493,Central Wastewater Treatment Works (KZN)
Gauteng,Johannesburg MM,11.0,2024-03-13,ENV-COV-24-0498,ENV-COV-24-0498,Bushkoppies Inlet
Gauteng,Johannesburg MM,11.0,2024-03-13,ENV-COV-24-0499,ENV-COV-24-0499,Bushkoppies Final
Free State,Mangaung MM,11.0,2024-03-12,ENV-COV-24-0500,ENV-COV-24-0500,Sterkwater Wastewater Treatment Works
Western Cape,Cape Town MM,11.0,2024-03-12,ENV-COV-24-0505,ENV-COV-24-0505,Zandvleit Wastewater Treatment Works
Gauteng,Ekurhuleni MM,11.0,2024-03-12,ENV-COV-24-0507,ENV-COV-24-0507,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Ekurhuleni MM,11.0,2024-03-14,ENV-COV-24-0508,ENV-COV-24-0508,Midstream
Gauteng,Ekurhuleni MM,11.0,2024-03-14,ENV-COV-24-0513,ENV-COV-24-0513,Namane Drive
Gauteng,Johannesburg MM,11.0,2024-03-15,ENV-COV-24-0525,ENV-COV-24-0525,Goudkoppies Wastewater Treatment Works
Gauteng,Ekurhuleni MM,12.0,2024-03-18,ENV-COV-24-0530,ENV-COV-24-0530,Olifantsfontein
Gauteng,Ekurhuleni MM,12.0,2024-03-18,ENV-COV-24-0536,ENV-COV-24-0536,Namane Drive
Gauteng,Tshwane MM,12.0,2024-03-19,ENV-COV-24-0545,ENV-COV-24-0545,Groenkloof
KwaZulu-Natal,Ethekwini MM,12.0,2024-03-18,ENV-COV-24-0549,ENV-COV-24-0549,Northern Wastewater Treatment Works (KZN)
Gauteng,Johannesburg MM,12.0,2024-03-20,ENV-COV-24-0557,ENV-COV-24-0557,Goudkoppies Wastewater Treatment Works
Western Cape,Cape Town MM,12.0,2024-03-19,ENV-COV-24-0560,ENV-COV-24-0560,Zandvleit Wastewater Treatment Works
Gauteng,Tshwane MM,12.0,2024-03-22,ENV-COV-24-0565,ENV-COV-24-0565,Daspoort Wastewater Treatment Works
Gauteng,Ekurhuleni MM,13.0,2024-03-25,ENV-COV-24-0572,ENV-COV-24-0572,Midstream
Gauteng,Ekurhuleni MM,12.0,2024-03-25,ENV-COV-24-0576,ENV-COV-24-0576,Olifantsfontein
Gauteng,Tshwane MM,13.0,2024-03-26,ENV-COV-24-0583,ENV-COV-24-0583,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,13.0,2024-03-26,ENV-COV-24-0587,ENV-COV-24-0587,Laudium
Gauteng,Johannesburg MM,13.0,2024-03-26,ENV-COV-24-0589,ENV-COV-24-0589,Northern Wastewater Treatment Works (GP)
KwaZulu-Natal,Ethekwini MM,13.0,2024-03-25,ENV-COV-24-0594,ENV-COV-24-0594,Northern Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,13.0,2024-03-25,ENV-COV-24-0595,ENV-COV-24-0595,Central Wastewater Treatment Works (KZN)
Gauteng,Johannesburg MM,13.0,2024-03-27,ENV-COV-24-0599,ENV-COV-24-0599,Bushkoppies Inlet
Gauteng,Johannesburg MM,13.0,2024-03-27,ENV-COV-24-0600,ENV-COV-24-0600,Bushkoppies Final
Gauteng,Johannesburg MM,13.0,2024-03-27,ENV-COV-24-0601,ENV-COV-24-0601,Goudkoppies Wastewater Treatment Works
Free State,Mangaung MM,13.0,2024-03-26,ENV-COV-24-0603,ENV-COV-24-0603,Sterkwater Wastewater Treatment Works
Free State,Mangaung MM,13.0,2024-03-26,ENV-COV-24-0604,ENV-COV-24-0604,Bloemspruit Wastewater Treatment Works
Western Cape,Cape Town MM,13.0,2024-03-26,ENV-COV-24-0610,ENV-COV-24-0610,Zandvleit Wastewater Treatment Works
Gauteng,Ekurhuleni MM,13.0,2024-03-28,ENV-COV-24-0611,ENV-COV-24-0611,Midstream
Gauteng,Ekurhuleni MM,13.0,2024-03-28,ENV-COV-24-0612,ENV-COV-24-0612,Olifantsfontein
Gauteng,Tshwane MM,14.0,2024-04-02,ENV-COV-24-0620,ENV-COV-24-0620,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,13.0,2024-04-02,ENV-COV-24-0621,ENV-COV-24-0621,SAPS Training College
Gauteng,Tshwane MM,14.0,2024-04-02,ENV-COV-24-0623,ENV-COV-24-0623,Atteridgeville Train Station
Gauteng,Tshwane MM,14.0,2024-04-02,ENV-COV-24-0624,ENV-COV-24-0624,Laudium
Gauteng,Tshwane MM,14.0,2024-04-02,ENV-COV-24-0625,ENV-COV-24-0625,Groenkloof
Gauteng,Johannesburg MM,14.0,2024-04-02,ENV-COV-24-0626,ENV-COV-24-0626,Northern Wastewater Treatment Works (GP)
Gauteng,Ekurhuleni MM,14.0,2024-04-02,ENV-COV-24-0631,ENV-COV-24-0631,Hartebeesfontein Waterworks
Gauteng,Johannesburg MM,13.0,2024-04-03,ENV-COV-24-0635,ENV-COV-24-0635,Klipspruit Veggies (After tunnel)
Gauteng,Johannesburg MM,13.0,2024-04-03,ENV-COV-24-0636,ENV-COV-24-0636,Bushkoppies Inlet
Gauteng,Johannesburg MM,13.0,2024-04-03,ENV-COV-24-0637,ENV-COV-24-0637,Bushkoppies Final
Gauteng,Johannesburg MM,14.0,2024-04-03,ENV-COV-24-0638,ENV-COV-24-0638,Goudkoppies Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,14.0,2024-04-02,ENV-SOA-KZP-ETH-NOR-24-012,ENV-COV-24-0640,Northern Wastewater Treatment Works (KZN)
Western Cape,Cape Town MM,14.0,2024-04-02,ENV-COV-24-0641,ENV-COV-24-0641,Zandvleit Wastewater Treatment Works
Free State,Mangaung MM,14.0,2024-04-02,ENV-COV-24-0642,ENV-COV-24-0642,Bloemspruit Wastewater Treatment Works
Free State,Mangaung MM,14.0,2024-04-02,ENV-COV-24-0646,ENV-COV-24-0646,Sterkwater Wastewater Treatment Works
Gauteng,Tshwane MM,14.0,2024-04-03,ENV-COV-24-0649,ENV-COV-24-0649,Rooiwal Wastewater Treatment Works
Gauteng,Ekurhuleni MM,14.0,2024-04-04,ENV-COV-24-0650,ENV-COV-24-0650,Midstream
Gauteng,Ekurhuleni MM,14.0,2024-04-04,ENV-COV-24-0651,ENV-COV-24-0651,Olifantsfontein
Gauteng,Ekurhuleni MM,14.0,2024-04-04,ENV-COV-24-0653,ENV-COV-24-0653,Tembisa Hospital Downstream
Gauteng,Ekurhuleni MM,14.0,2024-04-04,ENV-COV-24-0656,ENV-COV-24-0656,Sasol Garage
Gauteng,Tshwane MM,14.0,2024-04-05,ENV-COV-24-0657,ENV-COV-24-0657,Daspoort Wastewater Treatment Works
,,,,,ENV-COV-24-0658,
,,,,,ENV-COV-24-0659,
Gauteng,Ekurhuleni MM,15.0,2024-04-08,ENV-COV-24-0667,ENV-COV-24-0667,Midstream
Gauteng,Ekurhuleni MM,15.0,2024-04-08,ENV-COV-24-0668,ENV-COV-24-0668,Olifantsfontein
Gauteng,Tshwane MM,15.0,2024-04-09,ENV-COV-24-0674,ENV-COV-24-0674,Daspoort Wastewater Treatment Works
Gauteng,Johannesburg MM,15.0,2024-04-09,ENV-COV-24-0679,ENV-COV-24-0679,Northern Wastewater Treatment Works (GP)
KwaZulu-Natal,Ethekwini MM,15.0,2024-04-08,ENV-COV-24-0680,ENV-COV-24-0680,Northern Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,15.0,2024-04-08,ENV-COV-24-0681,ENV-COV-24-0681,Central Wastewater Treatment Works (KZN)
Gauteng,Johannesburg MM,15.0,2024-04-10,ENV-COV-24-0686,ENV-COV-24-0686,Bushkoppies Inlet
Gauteng,Johannesburg MM,15.0,2024-04-10,ENV-COV-24-0687,ENV-COV-24-0687,Bushkoppies Final
Gauteng,Johannesburg MM,15.0,2024-04-10,ENV-COV-24-0688,ENV-COV-24-0688,Goudkoppies Wastewater Treatment Works
Gauteng,Ekurhuleni MM,15.0,2024-04-09,ENV-COV-24-0689,ENV-COV-24-0689,ERWAT Vlakplaat Wastewater Treatment Works
Mpumalanga,Ehlanzeni DM,15.0,2024-04-08,ENV-COV-24-0690,ENV-COV-24-0690,Komatipoort Sewage plant
Free State,Mangaung MM,15.0,2024-04-09,ENV-COV-24-0692,ENV-COV-24-0692,Bloemspruit Wastewater Treatment Works
Western Cape,Cape Town MM,15.0,2024-04-09,ENV-COV-24-0694,ENV-COV-24-0694,Zandvleit Wastewater Treatment Works
Western Cape,Cape Town MM,15.0,2024-04-09,ENV-COV-24-0695,ENV-COV-24-0695,Borcherds Quarry Wastewater Treatment Works
Gauteng,Ekurhuleni MM,15.0,2024-04-11,ENV-COV-24-0699,ENV-COV-24-0699,Midstream
,,,,,ENV-COV-24-0700,
Gauteng,Ekurhuleni MM,15.0,2024-04-11,ENV-COV-24-0701,ENV-COV-24-0701,Tembisa Mall
Gauteng,Tshwane MM,15.0,2024-04-12,ENV-COV-24-0702,ENV-COV-24-0702,Daspoort Wastewater Treatment Works
Gauteng,Ekurhuleni MM,15.0,2024-04-11,ENV-COV-24-0703,ENV-COV-24-0703,Sasol Garage
Gauteng,Ekurhuleni MM,15.0,2024-04-11,ENV-COV-24-0704,ENV-COV-24-0704,Tembisa Hospital East and West
Gauteng,Ekurhuleni MM,15.0,2024-04-11,ENV-COV-24-0706,ENV-COV-24-0706,Namane Drive
North West,Ngaka Modiri Molema DM,15.0,2024-04-09,ENV-COV-24-0708,ENV-COV-24-0708,Mmabatho Water Treatment Works
Gauteng,Tshwane MM,15.0,2024-04-12,ENV-COV-24-0709,ENV-COV-24-0709,SAPS Training College
Eastern Cape,Buffalo City MM,15.0,2024-04-11,ENV-COV-24-0715,ENV-COV-24-0715,Mdantsane Wastewater Treatment Works
KwaZulu-Natal,Umkhanyakude DM,14.0,2024-04-02,ENV-COV-24-0718,ENV-COV-24-0718,Jozini Wastewater Treatment Plant
Gauteng,Ekurhuleni MM,16.0,2024-04-15,ENV-COV-24-0719,ENV-COV-24-0719,Midstream
Gauteng,Ekurhuleni MM,16.0,2024-04-15,ENV-COV-24-0720,ENV-COV-24-0720,Olifantsfontein
Gauteng,Ekurhuleni MM,16.0,2024-04-15,ENV-COV-24-0724,ENV-COV-24-0724,Namane Drive
Gauteng,Ekurhuleni MM,16.0,2024-04-15,ENV-COV-24-0725,ENV-COV-24-0725,Sasol Garage
Gauteng,Tshwane MM,16.0,2024-04-16,ENV-COV-24-0726,ENV-COV-24-0726,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,16.0,2024-04-16,ENV-COV-24-0731,ENV-COV-24-0731,Groenkloof
Gauteng,Ekurhuleni MM,16.0,2024-04-16,ENV-COV-24-0732,ENV-COV-24-0732,Northern Wastewater Treatment Works (GP)
KwaZulu-Natal,Ethekwini MM,16.0,2024-04-15,ENV-COV-24-0733,ENV-COV-24-0733,Central Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,16.0,2024-04-15,ENV-COV-24-0734,ENV-COV-24-0734,Northern Wastewater Treatment Works (KZN)
Gauteng,Ekurhuleni MM,16.0,2024-04-16,ENV-COV-24-0735,ENV-COV-24-0735,Hartebeesfontein Waterworks
Gauteng,Johannesburg MM,16.0,2024-04-17,ENV-COV-24-0736,ENV-COV-24-0736,Motsoaledi
Gauteng,Johannesburg MM,16.0,2024-04-17,ENV-COV-24-0737,ENV-COV-24-0737,Klipsruit Yard (Before tunnel)
Gauteng,Johannesburg MM,16.0,2024-04-17,ENV-COV-24-0738,ENV-COV-24-0738,Klipspruit Veggies (After tunnel)
Gauteng,Johannesburg MM,16.0,2024-04-17,ENV-COV-24-0739,ENV-COV-24-0739,Bushkoppies Inlet
Gauteng,Johannesburg MM,16.0,2024-04-17,ENV-COV-24-0740,ENV-COV-24-0740,Bushkoppies Final
Gauteng,Johannesburg MM,16.0,2024-04-17,ENV-COV-24-0741,ENV-COV-24-0741,Goudkoppies Wastewater Treatment Works
Gauteng,Ekurhuleni MM,16.0,2024-04-16,ENV-COV-24-0742,ENV-COV-24-0742,ERWAT Vlakplaat Wastewater Treatment Works
Limpopo,Vhembe DM,16.0,2024-04-15,ENV-COV-24-0744,ENV-COV-24-0744,Nancefield
Mpumalanga,Ehlanzeni DM,16.0,2024-04-15,ENV-COV-24-0745,ENV-COV-24-0745,Kingstonvale
Mpumalanga,Nkomazi Municipality (Komatipoort),16.0,2024-04-15,ENV-COV-24-0746,ENV-COV-24-0746,Komatipoort Sewage plant
Free State,Mangaung MM,16.0,2024-04-16,ENV-COV-24-0747,ENV-COV-24-0747,Bloemspruit Wastewater Treatment Works
Free State,Mangaung MM,16.0,2024-04-16,ENV-COV-24-0748,ENV-COV-24-0748,Sterkwater Wastewater Treatment Works
Western Cape,Cape Town MM,16.0,2024-04-16,ENV-COV-24-0749,ENV-COV-24-0749,Borcherds Quarry Wastewater Treatment Works
